,Code,Name,Gender,Age,NOC,Country,Discipline,Sport,Event,Rank,Medal,year
2451,1431614,CHUPKOV Anton,Male,24,ROC,Russia,SWM,Swimming,Men's 100m Breaststroke,NA,NA,2020
2452,1431614,CHUPKOV Anton,Male,24,ROC,Russia,SWM,Swimming,Men's 200m Breaststroke,4,NA,2020
2453,1431614,CHUPKOV Anton,Male,24,ROC,Russia,SWM,Swimming,Men's 4 x 100m Medley Relay Team,4,NA,2020
2454,1285150,CHUSOVITINA Oksana,Female,46,UZB,Uzbekistan,GAR,Artistic Gymnastics,Women's Vault,NA,NA,2020
2455,1340271,CIAK Helena,Female,31,FRA,France,BKB,Basketball,Women Team,3,Bronze,2020
2456,1350379,CIAMPI Matteo,Male,24,ITA,Italy,SWM,Swimming,Men's 4 x 200m Freestyle Relay Team,5,NA,2020
2457,1327047,CICCONE Giulio,Male,26,ITA,Italy,CRD,Cycling Road,Men's Road Race,60,NA,2020
2458,1361860,CICILEO Nicolas,Male,27,ARG,Argentina,HOC,Hockey,Men Team,7,NA,2020
2459,1353467,CID Aina,Female,26,ESP,Spain,ROW,Rowing,Women's Pair Team,6,NA,2020
2460,1349101,CIENFUEGOS Javier,Male,31,ESP,Spain,ATH,Athletics,Men's Hammer Throw,10,NA,2020
2461,1459659,CIEPLUCHA Tessa,Female,22,CAN,Canada,SWM,Swimming,Women's 400m Individual Medley,NA,NA,2020
2462,1378415,CIFTCI Batuhan,Male,23,TUR,Turkey,BOX,Boxing,Men's Fly (48-52kg),17,NA,2020
2463,1362843,CIFUENTES Horacio,Male,23,ARG,Argentina,TTE,Table Tennis,Men's Singles,33,NA,2020
2464,1352702,CIGANDA Carlota,Female,31,ESP,Spain,GLF,Golf,Women's Individual Stroke Play,29,NA,2020
2465,1382409,CILCIC Elena,Female,25,MDA,Moldova,WLF,Weightlifting,Women's 87kg,8,NA,2020
2466,1388487,CILIC Marin,Male,32,CRO,Croatia,TEN,Tennis,Men's Singles,17,NA,2020
2467,1388487,CILIC Marin,Male,32,CRO,Croatia,TEN,Tennis,Men's Doubles Team,2,Silver,2020
2468,1337612,CILOGLU Bilal,Male,23,TUR,Turkey,JUD,Judo,Men -73 kg,9,NA,2020
2469,1312454,CIMINI Gabriele,Male,27,ITA,Italy,FEN,Fencing,Men's Épée Team,7,NA,2020
2470,1343152,CINAR Ates,Male,35,TUR,Turkey,SAL,Sailing,Men's Two Person Dinghy - 470 Team,10,NA,2020
2471,1343150,CINAR Deniz,Male,36,TUR,Turkey,SAL,Sailing,Men's Two Person Dinghy - 470 Team,10,NA,2020
2472,1413962,CINCIBUCH Jan,Male,23,CZE,Czech Republic,ROW,Rowing,Men's Double Sculls Team,13,NA,2020
2473,1463485,CINK Ondrej,Male,30,CZE,Czech Republic,MTB,Cycling Mountain Bike,Men's Cross-country,NA,NA,2020
2474,1362765,CINTI Lucio,Male,21,ARG,Argentina,RUG,Rugby Sevens,Men Team,3,Bronze,2020
2475,1312903,CIOBANU Andrei,Male,23,ROU,Romania,FBL,Football,Men Team,11,NA,2020
2476,1382362,CIOBANU Victor,Male,28,MDA,Moldova,WRE,Wrestling,Men's Greco-Roman 60kg,5,NA,2020
2477,1400597,CIOFANI Anne-Cecile,Female,27,FRA,France,RUG,Rugby Sevens,Women Team,2,Silver,2020
2478,1312465,CIPRESSA Erica,Female,25,ITA,Italy,FEN,Fencing,Women's Foil Team,3,Bronze,2020
2479,1307504,CIRILO DUBOYS Yarisleidis,Female,19,CUB,Cuba,CSP,Canoe Sprint,Women's Canoe Single 200m,12,NA,2020
2480,1307504,CIRILO DUBOYS Yarisleidis,Female,19,CUB,Cuba,CSP,Canoe Sprint,Women's Canoe Double 500m Team,6,NA,2020
2481,1350984,CIRJENICS Miklos,Male,31,HUN,Hungary,JUD,Judo,Men -100 kg,9,NA,2020
2482,1323812,CISSE Arthur,Male,24,CIV,Ivory Coast,ATH,Athletics,Men's 100m,NA,NA,2020
2483,1323726,CISSE Cheick Sallah,Male,27,CIV,Ivory Coast,TKW,Taekwondo,Men -80kg,11,NA,2020
2484,1360760,CISTERNAS Eduardo,Male,17,CHI,Chile,SWM,Swimming,Men's 400m Freestyle,NA,NA,2020
2485,1469703,CITRINI BEAULIEU Melissa,Female,26,CAN,Canada,DIV,Diving,Women's Synchronised 3m Springboard Team,2,Silver,2020
2486,1408725,CLAAR Felix,Male,24,SWE,Sweden,HBL,Handball,Men Team,5,NA,2020
2487,1393391,CLAES Hanne,Female,30,BEL,Belgium,ATH,Athletics,Women's 400m Hurdles,NA,NA,2020
2488,1331908,CLAES Kelly,Female,25,USA,United States,VBV,Beach Volleyball,Women Team,9,NA,2020
2489,1465512,CLAESSENS Zoe,Female,20,SUI,Switzerland,BMX,Cycling BMX Racing,Women,14,NA,2020
2490,1310313,CLAESSON Lovisa,Female,26,SWE,Sweden,ROW,Rowing,Women's Single Sculls,14,NA,2020
2491,1282359,CLAIR Merven,Male,28,MRI,Mauritius,BOX,Boxing,Men's Welter (63-69kg),5,NA,2020
2492,1474938,CLANCY Edward,Male,36,GBR,Great Britain,CTR,Cycling Track,Men's Team Pursuit Team,7,NA,2020
2493,1329284,CLANCY Taliqua,Female,29,AUS,Australia,VBV,Beach Volleyball,Women Team,2,Silver,2020
2494,1474615,CLAREBURT Lewis,Male,22,NZL,New Zealand,SWM,Swimming,Men's 200m Individual Medley,8,NA,2020
2495,1474615,CLAREBURT Lewis,Male,22,NZL,New Zealand,SWM,Swimming,Men's 400m Individual Medley,7,NA,2020
2496,1477707,CLARK Zoey,Female,26,GBR,Great Britain,ATH,Athletics,Women's 4 x 400m Relay Team,5,NA,2020
2497,1477707,CLARK Zoey,Female,26,GBR,Great Britain,ATH,Athletics,4 x 400m Relay Mixed Team,6,NA,2020
2498,1755189,CLARKE Amya,Female,21,SKN,Saint Kitts and Nevis,ATH,Athletics,Women's 100m,NA,NA,2020
2499,1443284,CLARKE Cheavon,Male,30,GBR,Great Britain,BOX,Boxing,Men's Heavy (81-91kg),9,NA,2020
2500,1349877,CLARKE Dominic,Male,24,AUS,Australia,GTR,Trampoline Gymnastics,Men,8,NA,2020
2501,1443288,CLARKE Frazer,Male,30,GBR,Great Britain,BOX,Boxing,Men's Super Heavy (+91kg),3,Bronze,2020
2502,1481525,CLARKE Matthew,Male,26,AUS,Australia,ATH,Athletics,Men's 3000m Steeplechase,NA,NA,2020
2503,1409173,CLAUDINHO,Male,24,BRA,Brazil,FBL,Football,Men Team,1,Gold,2020
2504,1322268,CLAVER Victor,Male,32,ESP,Spain,BKB,Basketball,Men Team,6,NA,2020
2505,1483151,CLAXTON Jane-Anne,Female,28,AUS,Australia,HOC,Hockey,Women Team,5,NA,2020
2506,1481456,CLAY Liz,Female,26,AUS,Australia,ATH,Athletics,Women's 100m Hurdles,NA,NA,2020
2507,1470914,CLAYE Will,Male,30,USA,United States,ATH,Athletics,Men's Triple Jump,4,NA,2020
2508,1348945,CLEARY Jack,Male,26,AUS,Australia,ROW,Rowing,Men's Quadruple Sculls Team,3,Bronze,2020
2509,1283703,CLEIRIGH BUTTNER Siofra,Female,26,IRL,Ireland,ATH,Athletics,Women's 800m,NA,NA,2020
2510,1469569,CLEMONS Christina,Female,31,USA,United States,ATH,Athletics,Women's 100m Hurdles,NA,NA,2020
2511,1403685,CLERGET Axel,Male,34,FRA,France,JUD,Judo,Men -90 kg,9,NA,2020
2512,1403685,CLERGET Axel,Male,34,FRA,France,JUD,Judo,Mixed Team,1,Gold,2020
2513,1340611,CLEVENOT Trevor,Male,27,FRA,France,VVO,Volleyball,Men Team,1,Gold,2020
2514,1474566,CLEVERING Ymkje,Female,26,NED,Netherlands,ROW,Rowing,Women's Four Team,2,Silver,2020
2515,1475678,CLEVERLEY Daisy,Female,24,NZL,New Zealand,FBL,Football,Women Team,12,NA,2020
2516,1310321,CLIFTON Tuva'a,Male,24,SAM,Samoa,CSP,Canoe Sprint,Men's Kayak Single 200m,22,NA,2020
2517,1310321,CLIFTON Tuva'a,Male,24,SAM,Samoa,CSP,Canoe Sprint,Men's Kayak Single 1000m,26,NA,2020
2518,1310321,CLIFTON Tuva'a,Male,24,SAM,Samoa,CSP,Canoe Sprint,Men's Kayak Double 1000m Team,16,NA,2020
2519,1313077,CLOUVEL Elodie,Female,32,FRA,France,MPN,Modern Pentathlon,Women's Individual,6,NA,2020
2520,1439943,COATANEA Pauline,Female,28,FRA,France,HBL,Handball,Women Team,1,Gold,2020
2521,1325252,COBAN Merve,Female,28,TUR,Turkey,KTE,Karate,Women's Kumite -61kg,3,Bronze,2020
2522,1469593,COBURN Emma,Female,30,USA,United States,ATH,Athletics,Women's 3000m Steeplechase,NA,NA,2020
2523,1298802,COCIORAN Marius Iulian,Male,38,ROU,Romania,ATH,Athletics,Men's 50km Race Walk,24,NA,2020
2524,1382348,COCIU Daniela,Female,21,MDA,Moldova,CSP,Canoe Sprint,Women's Canoe Single 200m,24,NA,2020
2525,1382348,COCIU Daniela,Female,21,MDA,Moldova,CSP,Canoe Sprint,Women's Canoe Double 500m Team,7,NA,2020
2526,1363158,COCKRELL Anna,Female,23,USA,United States,ATH,Athletics,Women's 400m Hurdles,NA,NA,2020
2527,1323668,COCUZZI Luiz Henrique,Male,28,BRA,Brazil,MTB,Cycling Mountain Bike,Men's Cross-country,27,NA,2020
2528,1450974,COE Andrew,Male,25,CAN,Canada,RUG,Rugby Sevens,Men Team,8,NA,2020
2529,1322551,COELHO Ygor,Male,24,BRA,Brazil,BDM,Badminton,Men's Singles,15,NA,2020
2530,1401729,COETZE Pieter,Male,17,RSA,South Africa,SWM,Swimming,Men's 100m Backstroke,NA,NA,2020
2531,1324583,COETZEE Dune,Female,19,RSA,South Africa,SWM,Swimming,Women's 4 x 200m Freestyle Relay Team,NA,NA,2020
2532,1348270,COFFEY Olivia,Female,32,USA,United States,ROW,Rowing,Women's Eight Team,4,NA,2020
2533,1388974,COFIL Fiordaliza,Female,20,DOM,Dominican Republic,ATH,Athletics,4 x 400m Relay Mixed,NA,NA,2020
2534,1419483,COGGINS Oscar,Male,21,HKG,"Hong Kong, China",TRI,Triathlon,Men's Individual,33,NA,2020
2535,1307953,COHEN Adva,Female,25,ISR,Israel,ATH,Athletics,Women's 3000m Steeplechase,NA,NA,2020
2536,1283122,COHEN Gili,Female,30,ISR,Israel,JUD,Judo,Women -52 kg,9,NA,2020
2537,1281212,COHEN GROUMI Gal,Male,19,ISR,Israel,SWM,Swimming,Men's 100m Butterfly,NA,NA,2020
2538,1281212,COHEN GROUMI Gal,Male,19,ISR,Israel,SWM,Swimming,Men's 200m Individual Medley,NA,NA,2020
2539,1281212,COHEN GROUMI Gal,Male,19,ISR,Israel,SWM,Swimming,Men's 4 x 200m Freestyle Relay Team,NA,NA,2020
2540,1281212,COHEN GROUMI Gal,Male,19,ISR,Israel,SWM,Swimming,Mixed 4 x 100m Medley Relay Team,8,NA,2020
2541,1282643,COHEN Yoav,Male,21,ISR,Israel,SAL,Sailing,Men's Windsurfer - RS:X,4,NA,2020
2542,1314192,COIMBRA Eshyllen,Female,20,BRA,Brazil,RUG,Rugby Sevens,Women Team,11,NA,2020
2543,1343468,COLACI Massimo,Male,36,ITA,Italy,VVO,Volleyball,Men Team,6,NA,2020
2544,1327478,COLAK Ibrahim,Male,26,TUR,Turkey,GAR,Artistic Gymnastics,Men's Rings,5,NA,2020
2545,1459435,COLEBROOKE Samson,Male,24,BAH,Bahamas,ATH,Athletics,Men's 100m,NA,NA,2020
2546,1383926,COLEMAN Michelle,Female,27,SWE,Sweden,SWM,Swimming,Women's 50m Freestyle,NA,NA,2020
2547,1383926,COLEMAN Michelle,Female,27,SWE,Sweden,SWM,Swimming,Women's 100m Freestyle,NA,NA,2020
2548,1383926,COLEMAN Michelle,Female,27,SWE,Sweden,SWM,Swimming,Women's 100m Backstroke,NA,NA,2020
2549,1383926,COLEMAN Michelle,Female,27,SWE,Sweden,SWM,Swimming,Women's 4 x 100m Freestyle Relay Team,6,NA,2020
2550,1383926,COLEMAN Michelle,Female,27,SWE,Sweden,SWM,Swimming,Women's 4 x 100m Medley Relay Team,5,NA,2020
2551,1317876,COLEMAN Nathaniel,Male,24,USA,United States,CLB,Sport Climbing,Men's Combined,2,Silver,2020
2552,1349670,COLES Laura,Female,34,AUS,Australia,SHO,Shooting,Skeet Women,25,NA,2020
2553,1282381,COLIN Louis Richarno,Male,34,MRI,Mauritius,BOX,Boxing,Men's Light (57-63kg),9,NA,2020
2554,1350494,COLLARD Maxime,Female,34,FRA,France,EQU,Equestrian,Dressage Team,9,NA,2020
2555,1350494,COLLARD Maxime,Female,34,FRA,France,EQU,Equestrian,Dressage Individual,33,NA,2020
2556,1327041,COLLEDANI Nadir,Male,26,ITA,Italy,MTB,Cycling Mountain Bike,Men's Cross-country,NA,NA,2020
2557,1478815,COLLETT Laura,Female,31,GBR,Great Britain,EQU,Equestrian,Eventing Team,1,Gold,2020
2558,1478815,COLLETT Laura,Female,31,GBR,Great Britain,EQU,Equestrian,Eventing Individual,9,NA,2020
2559,1432995,COLLEY Shay,Female,25,CAN,Canada,BKB,Basketball,Women Team,9,NA,2020
2560,1473816,COLLIER Dylan,Male,30,NZL,New Zealand,RUG,Rugby Sevens,Men Team,2,Silver,2020
2561,1349664,COLLIER Elise,Female,23,AUS,Australia,SHO,Shooting,10m Air Rifle Women,42,NA,2020
2562,1349664,COLLIER Elise,Female,23,AUS,Australia,SHO,Shooting,10m Air Rifle Mixed Team,19,NA,2020
2563,1312838,COLLIER Napheesa,Female,24,USA,United States,BKB,Basketball,Women Team,1,Gold,2020
2564,1348127,COLLINS Claire,Female,24,USA,United States,ROW,Rowing,Women's Four Team,7,NA,2020
2565,1444670,COLLINS John,Male,32,GBR,Great Britain,ROW,Rowing,Men's Double Sculls Team,4,NA,2020
2566,1433114,COLMAN Samy,Male,25,MAR,Morocco,EQU,Equestrian,Jumping Team,NA,NA,2020
2567,1359705,COLOMBATTO Santiago,Male,24,ARG,Argentina,FBL,Football,Men Team,10,NA,2020
