,Code,Name,Gender,Age,NOC,Country,Discipline,Sport,Event,Rank,Medal,year
6325,1318235,KAYA Kazuma,Male,24,JPN,Japan,GAR,Artistic Gymnastics,Men's Vault,NA,NA,2020
6326,1318235,KAYA Kazuma,Male,24,JPN,Japan,GAR,Artistic Gymnastics,Men's Parallel Bars,NA,NA,2020
6327,1318235,KAYA Kazuma,Male,24,JPN,Japan,GAR,Artistic Gymnastics,Men's Horizontal Bar,NA,NA,2020
6328,1318235,KAYA Kazuma,Male,24,JPN,Japan,GAR,Artistic Gymnastics,Men's Team,2,Silver,2020
6329,1382497,KAYAALP Riza,Male,31,TUR,Turkey,WRE,Wrestling,Men's Greco-Roman 130kg,3,Bronze,2020
6330,1343247,KAYNAKCI Beste,Female,27,TUR,Turkey,SAL,Sailing,Women's Two Person Dinghy - 470 Team,17,NA,2020
6331,1343147,KAYNAR Alican,Male,32,TUR,Turkey,SAL,Sailing,Men's One Person Dinghy (Heavyweight) - Finn,8,NA,2020
6332,1365485,KAZAKLI Onat,Male,28,TUR,Turkey,ROW,Rowing,Men's Single Sculls,21,NA,2020
6333,1317679,KAZE Odrina,Female,20,BDI,Burundi,SWM,Swimming,Women's 50m Freestyle,NA,NA,2020
6334,1283614,KAZEMI Arsalan,Male,31,IRI,Iran,BKB,Basketball,Men Team,12,NA,2020
6335,1457134,KAZEMI Saber,Male,22,IRI,Iran,VVO,Volleyball,Men Team,9,NA,2020
6336,1291757,KAZLOUSKAYA Karyna,Female,21,BLR,Belarus,ARC,Archery,Women's Individual,33,NA,2020
6337,1291757,KAZLOUSKAYA Karyna,Female,21,BLR,Belarus,ARC,Archery,Women's Team,4,NA,2020
6338,1889005,KAZMIR Scott,Male,37,USA,United States,BSB,Baseball/Softball,Baseball Team,2,Silver,2020
6339,1347106,KAZMIREK Kai,Male,30,GER,Germany,ATH,Athletics,Men's Decathlon,14,NA,2020
6340,1433267,KEANE Patrick,Male,24,CAN,Canada,ROW,Rowing,Lightweight Men's Double Sculls Team,10,NA,2020
6341,1483327,KEARNS Matilda,Female,20,AUS,Australia,WPO,Water Polo,Women Team,5,NA,2020
6342,1342049,KECMANOVIC Miomir,Male,21,SRB,Serbia,TEN,Tennis,Men's Singles,17,NA,2020
6343,1473334,KEDDELL Rose,Female,27,NZL,New Zealand,HOC,Hockey,Women Team,8,NA,2020
6344,1361870,KEENAN Nicolas Santiago,Male,24,ARG,Argentina,HOC,Hockey,Men Team,7,NA,2020
6345,1348961,KEENAN Simon,Male,28,AUS,Australia,ROW,Rowing,Men's Eight Team,6,NA,2020
6346,1467362,KEETELS Marloes Johanna Maria,Female,28,NED,Netherlands,HOC,Hockey,Women Team,1,Gold,2020
6347,1332270,KEHR Gabriel,Male,24,CHI,Chile,ATH,Athletics,Men's Hammer Throw,NA,NA,2020
6348,1476561,KEIJSER Marieke,Female,24,NED,Netherlands,ROW,Rowing,Lightweight Women's Double Sculls Team,3,Bronze,2020
6349,1819510,KEITA Kader,Male,20,CIV,Ivory Coast,FBL,Football,Men Team,7,NA,2020
6350,1466991,KEIZER Sanne,Female,36,NED,Netherlands,VBV,Beach Volleyball,Women Team,19,NA,2020
6351,1352038,KEJELCHA Yomif,Male,24,ETH,Ethiopia,ATH,Athletics,"Men's 10,000m",8,NA,2020
6352,1347325,KEJETA Melat Yisak,Female,28,GER,Germany,ATH,Athletics,Women's Marathon,6,NA,2020
6353,1301688,KELAPANDA Ganapathy,Male,25,IND,India,SAL,Sailing,Men's Skiff - 49er Team,17,NA,2020
6354,1467829,KELDERMAN Wilco,Male,30,NED,Netherlands,CRD,Cycling Road,Men's Road Race,51,NA,2020
6355,1286517,KELDIYOROVA Diyora,Female,23,UZB,Uzbekistan,JUD,Judo,Women -52 kg,17,NA,2020
6356,1286517,KELDIYOROVA Diyora,Female,23,UZB,Uzbekistan,JUD,Judo,Mixed Team,9,NA,2020
6357,1340686,KELES Ismail,Male,33,TUR,Turkey,SHO,Shooting,10m Air Pistol Men,25,NA,2020
6358,1485456,KELETELA Dorian,Male,22,EOR,Refugee Olympic Team,ATH,Athletics,Men's 100m,NA,NA,2020
6359,1450216,KELLNEROVA Anna,Female,24,CZE,Czech Republic,EQU,Equestrian,Jumping Team,NA,NA,2020
6360,1450216,KELLNEROVA Anna,Female,24,CZE,Czech Republic,EQU,Equestrian,Jumping Individual,NA,NA,2020
6361,1429689,KELLOCK Lindsay,Female,31,CAN,Canada,EQU,Equestrian,Dressage Team,11,NA,2020
6362,1429689,KELLOCK Lindsay,Female,31,CAN,Canada,EQU,Equestrian,Dressage Individual,50,NA,2020
6363,1482677,KELLOND-KNIGHT Elise,Female,30,AUS,Australia,FBL,Football,Women Team,4,NA,2020
6364,1282081,KELLY Jack,Male,23,IRL,Ireland,RUG,Rugby Sevens,Men Team,10,NA,2020
6365,1432499,KELLY Madeleine,Female,25,CAN,Canada,ATH,Athletics,Women's 800m,NA,NA,2020
6366,1282267,KELLY Ty,Male,33,ISR,Israel,BSB,Baseball/Softball,Baseball Team,5,NA,2020
6367,1343259,KELMELIS Armandas,Male,23,LTU,Lithuania,ROW,Rowing,Men's Quadruple Sculls Team,10,NA,2020
6368,1330023,KELMENDI Majlinda,Female,30,KOS,Kosovo,JUD,Judo,Women -52 kg,17,NA,2020
6369,1317859,KELTER Alev,Female,30,USA,United States,RUG,Rugby Sevens,Women Team,6,NA,2020
6370,1428248,KELZI Ayman,Male,28,SYR,Syria,SWM,Swimming,Men's 200m Butterfly,NA,NA,2020
6371,1467365,KEMPERMAN Robbert,Male,31,NED,Netherlands,HOC,Hockey,Men Team,6,NA,2020
6372,1365873,KENDERESI Tamas,Male,24,HUN,Hungary,SWM,Swimming,Men's 200m Butterfly,4,NA,2020
6373,1453264,KENDZIERA David,Male,26,USA,United States,ATH,Athletics,Men's 400m Hurdles,NA,NA,2020
6374,1310517,KENESHBEKOV Nursultan,Male,21,KGZ,Kyrgyzstan,ATH,Athletics,Men's 5000m,NA,NA,2020
6375,1482659,KENNEDY Alanna,Female,26,AUS,Australia,FBL,Football,Women Team,4,NA,2020
6376,1481543,KENNEDY Nina,Female,24,AUS,Australia,ATH,Athletics,Women's Pole Vault,NA,NA,2020
6377,1282077,KENNEDY Terry,Male,25,IRL,Ireland,RUG,Rugby Sevens,Men Team,10,NA,2020
6378,1281901,KENNY Darragh,Male,33,IRL,Ireland,EQU,Equestrian,Jumping Team,NA,NA,2020
6379,1281901,KENNY Darragh,Male,33,IRL,Ireland,EQU,Equestrian,Jumping Individual,17,NA,2020
6380,1281490,KENNY David,Male,22,IRL,Ireland,ATH,Athletics,Men's 20km Race Walk,29,NA,2020
6381,1474957,KENNY Jason,Male,33,GBR,Great Britain,CTR,Cycling Track,Men's Team Sprint Team,2,Silver,2020
6382,1474957,KENNY Jason,Male,33,GBR,Great Britain,CTR,Cycling Track,Men's Sprint,8,NA,2020
6383,1474957,KENNY Jason,Male,33,GBR,Great Britain,CTR,Cycling Track,Men's Keirin,1,Gold,2020
6384,1474958,KENNY Laura,Female,29,GBR,Great Britain,CTR,Cycling Track,Women's Team Pursuit Team,2,Silver,2020
6385,1474958,KENNY Laura,Female,29,GBR,Great Britain,CTR,Cycling Track,Women's Omnium,6,NA,2020
6386,1474958,KENNY Laura,Female,29,GBR,Great Britain,CTR,Cycling Track,Women's Madison Team,1,Gold,2020
6387,1324764,KENOSI Keamogetse Sadie,Female,24,BOT,Botswana,BOX,Boxing,Women's Feather (54-57kg),17,NA,2020
6388,1286512,KENTCHADZE Avtandil,Male,25,GEO,Georgia,WRE,Wrestling,Men's Freestyle 74kg,12,NA,2020
6389,1281628,KEOGH Aifric,Female,29,IRL,Ireland,ROW,Rowing,Women's Four Team,3,Bronze,2020
6390,1470176,KERBY Jordan,Male,28,NZL,New Zealand,CTR,Cycling Track,Men's Team Pursuit Team,NA,NA,2020
6391,1472462,KEREVI Samu,Male,27,AUS,Australia,RUG,Rugby Sevens,Men Team,7,NA,2020
6392,1470177,KERGOZOU de la BOESSIERE Nicholas,Male,25,NZL,New Zealand,CTR,Cycling Track,Men's Team Pursuit Team,NA,NA,2020
6393,1453349,KERLEY Fred,Male,26,USA,United States,ATH,Athletics,Men's 100m,2,Silver,2020
6394,1453349,KERLEY Fred,Male,26,USA,United States,ATH,Athletics,Men's 4 x 100m Relay Team,NA,NA,2020
6395,1444073,KERR Deborah,Female,23,GBR,Great Britain,CSP,Canoe Sprint,Women's Kayak Single 200m,8,NA,2020
6396,1444073,KERR Deborah,Female,23,GBR,Great Britain,CSP,Canoe Sprint,Women's Kayak Single 500m,26,NA,2020
6397,1469907,KERR Hamish,Male,24,NZL,New Zealand,ATH,Athletics,Men's High Jump,10,NA,2020
6398,1477758,KERR Josh,Male,23,GBR,Great Britain,ATH,Athletics,Men's 1500m,3,Bronze,2020
6399,1482714,KERR Sam,Female,27,AUS,Australia,FBL,Football,Women Team,4,NA,2020
6400,1327037,KERSCHBAUMER Gerhard,Male,30,ITA,Italy,MTB,Cycling Mountain Bike,Men's Cross-country,20,NA,2020
6401,1483139,KERSHAW Stephanie Anna,Female,26,AUS,Australia,HOC,Hockey,Women Team,5,NA,2020
6402,1690233,KERSTEN Dieter,Male,24,BEL,Belgium,ATH,Athletics,Men's Marathon,59,NA,2020
6403,1432054,KESAR Viktoriya,Female,27,UKR,Ukraine,DIV,Diving,Women's 3m Springboard,23,NA,2020
6404,1365874,KESELY Ajna,Female,19,HUN,Hungary,SWM,Swimming,Women's 400m Freestyle,NA,NA,2020
6405,1365874,KESELY Ajna,Female,19,HUN,Hungary,SWM,Swimming,Women's 800m Freestyle,NA,NA,2020
6406,1365874,KESELY Ajna,Female,19,HUN,Hungary,SWM,Swimming,Women's 1500m Freestyle,NA,NA,2020
6407,1365874,KESELY Ajna,Female,19,HUN,Hungary,SWM,Swimming,Women's 4 x 200m Freestyle Relay Team,7,NA,2020
6408,1330928,KESKINEN Akseli,Male,22,FIN,Finland,SAL,Sailing,Mixed Multihull - Nacra 17 Foiling Team,13,NA,2020
6409,1728924,KESSIE Franck,Male,24,CIV,Ivory Coast,FBL,Football,Men Team,7,NA,2020
6410,1465804,KESSLER Markus,Male,29,SUI,Switzerland,ROW,Rowing,Men's Four Team,9,NA,2020
6411,1451913,KESYL Denys,Male,20,UKR,Ukraine,SWM,Swimming,Men's 200m Butterfly,NA,NA,2020
6412,1364483,KESZTHELYI Rita,Female,29,HUN,Hungary,WPO,Water Polo,Women Team,3,Bronze,2020
6413,1331009,KETEMA Lemawork,Male,35,AUT,Austria,ATH,Athletics,Men's Marathon,NA,NA,2020
6414,1453013,KETER Benard,Male,29,USA,United States,ATH,Athletics,Men's 3000m Steeplechase,11,NA,2020
6415,1467429,KEUNING Maartje,Female,23,NED,Netherlands,WPO,Water Polo,Women Team,6,NA,2020
6416,1436771,KHACHANOV Karen,Male,25,ROC,Russia,TEN,Tennis,Men's Singles,2,Silver,2020
6417,1436771,KHACHANOV Karen,Male,25,ROC,Russia,TEN,Tennis,Men's Doubles Team,17,NA,2020
6418,1459377,KHADAMBI Brackcides,Female,37,KEN,Kenya,VBV,Beach Volleyball,Women Team,19,NA,2020
6419,1305525,KHAIBULLIN Rishat,Male,25,KAZ,Kazakhstan,CLB,Sport Climbing,Men's Combined,11,NA,2020
6420,1308756,KHAKIMOVA Malika,Female,25,UZB,Uzbekistan,FEN,Fencing,Women's Épée Individual,31,NA,2020
6421,1290365,KHALADOVICH Tatsiana,Female,30,BLR,Belarus,ATH,Athletics,Women's Javelin Throw,NA,NA,2020
6422,1361586,KHALAFALLA Ali,Male,25,EGY,Egypt,SWM,Swimming,Men's 50m Freestyle,NA,NA,2020
6423,1361586,KHALAFALLA Ali,Male,25,EGY,Egypt,SWM,Swimming,Men's 100m Freestyle,NA,NA,2020
6424,1483934,KHALIL Safwan,Male,35,AUS,Australia,TKW,Taekwondo,Men -58kg,11,NA,2020
6425,1283795,KHALMURATOV Muradjan,Male,39,UZB,Uzbekistan,CRD,Cycling Road,Men's Road Race,64,NA,2020
6426,1408451,KHAMIDOVA Baizat,Female,30,ROC,Russia,RUG,Rugby Sevens,Women Team,8,NA,2020
6427,1451635,KHAMMO Yakiv,Male,27,UKR,Ukraine,JUD,Judo,Men +100 kg,5,NA,2020
6428,1305211,KHAMZA Didar,Male,24,KAZ,Kazakhstan,JUD,Judo,Men -81 kg,17,NA,2020
6429,1365803,KHAN Bisma,Female,19,PAK,Pakistan,SWM,Swimming,Women's 50m Freestyle,NA,NA,2020
6430,1316629,KHAN Mairaj Ahmad,Male,45,IND,India,SHO,Shooting,Skeet Men,25,NA,2020
6431,1289284,KHANDOSHKA Vasilina,Female,19,BLR,Belarus,SWA,Artistic Swimming,Duet Team,11,NA,2020
6432,1294396,KHARABADZE Giorgi,Male,24,GEO,Georgia,BOX,Boxing,Men's Middle (69-75kg),17,NA,2020
6433,1483687,KHARLAN Olga,Female,30,UKR,Ukraine,FEN,Fencing,Women's Sabre Individual,17,NA,2020
6434,1477666,KHARTSYZ Yaroslav,Male,24,UKR,Ukraine,BOX,Boxing,Men's Light (57-63kg),17,NA,2020
6435,1431136,KHASANOVA Elvira,Female,21,ROC,Russia,ATH,Athletics,Women's 20km Race Walk,16,NA,2020
6436,1425896,KHATAEV Imam,Male,26,ROC,Russia,BOX,Boxing,Men's Light Heavy (75-81kg),3,Bronze,2020
6437,1325394,KHATALA Neheng,Female,29,LES,Lesotho,ATH,Athletics,Women's Marathon,20,NA,2020
6438,1425522,KHATTALI Ghailene,Male,21,TUN,Tunisia,CSP,Canoe Sprint,Men's Canoe Single 1000m,28,NA,2020
6439,1436592,KHATUNTSEVA Gulnaz,Female,27,ROC,Russia,CTR,Cycling Track,Women's Omnium,NA,NA,2020
6440,1436592,KHATUNTSEVA Gulnaz,Female,27,ROC,Russia,CTR,Cycling Track,Women's Madison Team,3,Bronze,2020
6441,1284524,KHEDMATI Najmeh,Female,25,IRI,Iran,SHO,Shooting,50m Rifle 3 Positions Women,18,NA,2020
6442,1284524,KHEDMATI Najmeh,Female,25,IRI,Iran,SHO,Shooting,10m Air Rifle Mixed Team,15,NA,2020
6443,1377669,KHELIF Imane,Female,22,ALG,Algeria,BOX,Boxing,Women's Light (57-60kg),5,NA,2020
6444,1385209,KHELIFI Ghofran,Female,23,TUN,Tunisia,JUD,Judo,Women -57 kg,17,NA,2020
6445,1378024,KHERBACHE Abdelhak,Male,26,ALG,Algeria,WRE,Wrestling,Men's Freestyle 57kg,16,NA,2020
6446,1377693,KHERIS Amira,Female,22,ALG,Algeria,CSP,Canoe Sprint,Women's Kayak Single 200m,34,NA,2020
6447,1377693,KHERIS Amira,Female,22,ALG,Algeria,CSP,Canoe Sprint,Women's Kayak Single 500m,41,NA,2020
6448,1471787,KHEUN Bunpichmorakat,Female,14,CAM,Cambodia,SWM,Swimming,Women's 50m Freestyle,NA,NA,2020
6449,1408498,KHILMANOVICH Aliaksandra,Female,24,BLR,Belarus,ATH,Athletics,Women's 4 x 400m Relay Team,NA,NA,2020
6450,1377275,KHIYARA Lina,Female,18,MAR,Morocco,SWM,Swimming,Women's 200m Freestyle,NA,NA,2020
6451,1432197,KHMARA Igor,Male,31,UKR,Ukraine,ROW,Rowing,Lightweight Men's Double Sculls Team,9,NA,2020
6452,1337493,KHODDAM-HAZRATI Katrin,Female,34,AUT,Austria,EQU,Equestrian,Eventing Individual,63,NA,2020
6453,1286720,KHODJAEV Sukhrob,Male,28,UZB,Uzbekistan,ATH,Athletics,Men's Hammer Throw,NA,NA,2020
6454,1428185,KHODOS Sergey,Male,35,ROC,Russia,FEN,Fencing,Men's Épée Individual,28,NA,2020
6455,1428185,KHODOS Sergey,Male,35,ROC,Russia,FEN,Fencing,Men's Épée Team,2,Silver,2020
6456,1465199,KHOGALI Esraa,Female,29,SUD,Sudan,ROW,Rowing,Women's Single Sculls,32,NA,2020
6457,1576139,KHOJIEVA Farangiz,Female,19,UZB,Uzbekistan,JUD,Judo,Women -63 kg,17,NA,2020
6458,1576139,KHOJIEVA Farangiz,Female,19,UZB,Uzbekistan,JUD,Judo,Mixed Team,9,NA,2020
6459,1308718,KHOKHAR Reena,Female,28,IND,India,HOC,Hockey,Women Team,4,NA,2020
6460,1289044,KHOLMURZAEV Shakhboz,Male,25,UZB,Uzbekistan,ROW,Rowing,Lightweight Men's Double Sculls Team,16,NA,2020
6461,1428880,KHOLOMINA Svetlana,Female,23,ROC,Russia,VBV,Beach Volleyball,Women Team,9,NA,2020
6462,1294506,KHORAVA Bachana,Male,28,GEO,Georgia,ATH,Athletics,Men's Long Jump,NA,NA,2020
6463,1436220,KHOROSHAVTSEVA Olga,Female,26,ROC,Russia,WRE,Wrestling,Women's Freestyle 53kg,10,NA,2020
6464,1351258,KHOSA Fikile,Female,25,ZAM,Zambia,FBL,Football,Women Team,9,NA,2020
6465,1483818,KHOTSIANIVSKYI Oleksandr,Male,31,UKR,Ukraine,WRE,Wrestling,Men's Freestyle 125kg,15,NA,2020
6466,1291517,KHRAMIANKOU Dzianis,Male,25,BLR,Belarus,WRE,Wrestling,Men's Freestyle 125kg,9,NA,2020
6467,1428979,KHRAMTCOV Maksim,Male,23,ROC,Russia,TKW,Taekwondo,Men -80kg,1,Gold,2020
6468,1428180,KHRAPINA Violetta,Female,27,ROC,Russia,FEN,Fencing,Women's Épée Team,8,NA,2020
6469,1439719,KHUBETSOV Alan,Male,28,ROC,Russia,JUD,Judo,Men -81 kg,7,NA,2020
6470,1439719,KHUBETSOV Alan,Male,28,ROC,Russia,JUD,Judo,Mixed Team,5,NA,2020
6471,1896918,KHUDOYAROVA Roksana,Female,20,UZB,Uzbekistan,ATH,Athletics,Women's Triple Jump,NA,NA,2020
6472,1305298,KHUDYAKOV Vitaliy,Male,27,KAZ,Kazakhstan,OWS,Marathon Swimming,Men's 10km,21,NA,2020
6473,1290425,KHUDZENKA Volha,Female,29,BLR,Belarus,CSP,Canoe Sprint,Women's Kayak Single 500m,14,NA,2020
6474,1290425,KHUDZENKA Volha,Female,29,BLR,Belarus,CSP,Canoe Sprint,Women's Kayak Double 500m Team,6,NA,2020
6475,1290425,KHUDZENKA Volha,Female,29,BLR,Belarus,CSP,Canoe Sprint,Women's Kayak Four 500m Team,2,Silver,2020
6476,1381940,KHURELKHUU Bolortuya,Female,25,MGL,Mongolia,WRE,Wrestling,Women's Freestyle 62kg,10,NA,2020
6477,1286528,KHURRAMOV Mukhammadkarim,Male,24,UZB,Uzbekistan,JUD,Judo,Men -100 kg,9,NA,2020
6478,1286528,KHURRAMOV Mukhammadkarim,Male,24,UZB,Uzbekistan,JUD,Judo,Mixed Team,9,NA,2020
6479,1435596,KHVORIKOVA Anna,Female,23,ROC,Russia,SAL,Sailing,Women's Windsurfer - RS:X,22,NA,2020
6480,1477669,KHYZHNIAK Oleksandr,Male,26,UKR,Ukraine,BOX,Boxing,Men's Middle (69-75kg),2,Silver,2020
6481,1459358,KIBIWOT Abraham,Male,25,KEN,Kenya,ATH,Athletics,Men's 3000m Steeplechase,10,NA,2020
6482,1302257,KIBLER Drew,Male,21,USA,United States,SWM,Swimming,Men's 4 x 200m Freestyle Relay Team,4,NA,2020
6483,1334794,KICHASOVA-SKORYK Mariia,Female,28,UKR,Ukraine,CSP,Canoe Sprint,Women's Kayak Single 200m,26,NA,2020
6484,1334794,KICHASOVA-SKORYK Mariia,Female,28,UKR,Ukraine,CSP,Canoe Sprint,Women's Kayak Four 500m Team,10,NA,2020
6485,1466575,KICHENOK Liudmyla,Female,29,UKR,Ukraine,TEN,Tennis,Women's Doubles Team,5,NA,2020
6486,1466573,KICHENOK Nadiia,Female,29,UKR,Ukraine,TEN,Tennis,Women's Doubles Team,5,NA,2020
6487,1315436,KIDA Yumi,Female,36,JPN,Japan,OWS,Marathon Swimming,Women's 10km,13,NA,2020
6488,1310067,KIEFER Lee,Female,27,USA,United States,FEN,Fencing,Women's Foil Individual,1,Gold,2020
6489,1310067,KIEFER Lee,Female,27,USA,United States,FEN,Fencing,Women's Foil Team,4,NA,2020
6490,1325736,KIEFFER Max,Male,31,GER,Germany,GLF,Golf,Men's Individual Stroke Play,45,NA,2020
6491,1384050,KIEJKO Lynda,Female,40,CAN,Canada,SHO,Shooting,10m Air Pistol Women,47,NA,2020
6492,1384050,KIEJKO Lynda,Female,40,CAN,Canada,SHO,Shooting,25m Pistol Women,42,NA,2020
6493,1324396,KIELBASINSKA Anna,Female,31,POL,Poland,ATH,Athletics,Women's 4 x 400m Relay Team,2,Silver,2020
6494,1334466,KIESENHOFER Anna,Female,30,AUT,Austria,CRD,Cycling Road,Women's Road Race,1,Gold,2020
6495,1325772,KIFLE Aron,Male,23,ERI,Eritrea,ATH,Athletics,"Men's 10,000m",12,NA,2020
6496,1285611,KIFLE Goitom,Male,27,ERI,Eritrea,ATH,Athletics,Men's Marathon,14,NA,2020
6497,1402333,KIGEN Benjamin,Male,28,KEN,Kenya,ATH,Athletics,Men's 3000m Steeplechase,3,Bronze,2020
6498,1315867,KIJIMA Moeka,Female,21,JPN,Japan,SWA,Artistic Swimming,Team,4,NA,2020
6499,1894700,KIKI Didier,Male,25,BEN,Benin,ATH,Athletics,Men's 100m,NA,NA,2020
6500,1336389,KIKUCHI Ryosuke,Male,31,JPN,Japan,BSB,Baseball/Softball,Baseball Team,1,Gold,2020
6501,1477759,KILTY Richard,Male,31,GBR,Great Britain,ATH,Athletics,Men's 4 x 100m Relay Team,2,Silver,2020
6502,1318846,KIM Bomi,Female,22,KOR,South Korea,SHO,Shooting,10m Air Pistol Women,24,NA,2020
6503,1318846,KIM Bomi,Female,22,KOR,South Korea,SHO,Shooting,10m Air Pistol Mixed Team,11,NA,2020
6504,1333822,KIM Danbi,Female,31,KOR,South Korea,BKB,Basketball,Women Team,10,NA,2020
6505,1408348,KIM Dong Seon,Male,32,KOR,South Korea,EQU,Equestrian,Dressage Individual,55,NA,2020
6506,1342220,KIM Donghyun,Male,24,KOR,South Korea,FBL,Football,Men Team,5,NA,2020
6507,1329875,KIM Gaeun,Female,23,KOR,South Korea,BDM,Badminton,Women's Singles,9,NA,2020
6508,1343011,KIM Gwong Min,Male,33,KOR,South Korea,RUG,Rugby Sevens,Men Team,12,NA,2020
6509,1345404,KIM Hansol,Male,25,KOR,South Korea,GAR,Artistic Gymnastics,Men's All-Around,NA,NA,2020
6510,1345404,KIM Hansol,Male,25,KOR,South Korea,GAR,Artistic Gymnastics,Men's Floor Exercise,8,NA,2020
6511,1345404,KIM Hansol,Male,25,KOR,South Korea,GAR,Artistic Gymnastics,Men's Pommel Horse,NA,NA,2020
6512,1345404,KIM Hansol,Male,25,KOR,South Korea,GAR,Artistic Gymnastics,Men's Rings,NA,NA,2020
6513,1345404,KIM Hansol,Male,25,KOR,South Korea,GAR,Artistic Gymnastics,Men's Vault,NA,NA,2020
6514,1345404,KIM Hansol,Male,25,KOR,South Korea,GAR,Artistic Gymnastics,Men's Parallel Bars,NA,NA,2020
6515,1345404,KIM Hansol,Male,25,KOR,South Korea,GAR,Artistic Gymnastics,Men's Horizontal Bar,NA,NA,2020
6516,1345404,KIM Hansol,Male,25,KOR,South Korea,GAR,Artistic Gymnastics,Men's Team,NA,NA,2020
6517,1323492,KIM Heejin,Female,30,KOR,South Korea,VVO,Volleyball,Women Team,4,NA,2020
6518,1333241,KIM Hyeseong,Male,22,KOR,South Korea,BSB,Baseball/Softball,Baseball Team,4,NA,2020
6519,1346226,KIM Hyojoo,Female,26,KOR,South Korea,GLF,Golf,Women's Individual Stroke Play,15,NA,2020
6520,1333309,KIM Hyunsoo,Male,33,KOR,South Korea,BSB,Baseball/Softball,Baseball Team,4,NA,2020
6521,1343023,KIM Hyunsoo,Male,32,KOR,South Korea,RUG,Rugby Sevens,Men Team,12,NA,2020
6522,1342189,KIM Jaewoo,Male,23,KOR,South Korea,FBL,Football,Men Team,5,NA,2020
6523,1440267,KIM Je Deok,Male,17,KOR,South Korea,ARC,Archery,Men's Individual,17,NA,2020
6524,1440267,KIM Je Deok,Male,17,KOR,South Korea,ARC,Archery,Men's Team,1,Gold,2020
6525,1440267,KIM Je Deok,Male,17,KOR,South Korea,ARC,Archery,Mixed Team,1,Gold,2020
6526,1342216,KIM Jingyu,Male,24,KOR,South Korea,FBL,Football,Men Team,5,NA,2020
6527,1438979,KIM Jinuk,Male,19,KOR,South Korea,BSB,Baseball/Softball,Baseball Team,4,NA,2020
6528,1342184,KIM Jinya,Male,23,KOR,South Korea,FBL,Football,Men Team,5,NA,2020
6529,1332564,KIM Jinyi,Female,28,KOR,South Korea,HBL,Handball,Women Team,8,NA,2020
6530,1323161,KIM Jisu,Female,20,KOR,South Korea,JUD,Judo,Women -57 kg,9,NA,2020
6531,1323161,KIM Jisu,Female,20,KOR,South Korea,JUD,Judo,Mixed Team,9,NA,2020
6532,1335680,KIM Jiyeon,Female,33,KOR,South Korea,FEN,Fencing,Women's Sabre Individual,10,NA,2020
6533,1335680,KIM Jiyeon,Female,33,KOR,South Korea,FEN,Fencing,Women's Sabre Team,3,Bronze,2020
6534,1333823,KIM Jung Eun,Female,33,KOR,South Korea,BKB,Basketball,Women Team,10,NA,2020
6535,1335688,KIM Junghwan,Male,37,KOR,South Korea,FEN,Fencing,Men's Sabre Individual,3,Bronze,2020
6536,1335688,KIM Junghwan,Male,37,KOR,South Korea,FEN,Fencing,Men's Sabre Team,1,Gold,2020
6537,1335664,KIM Junho,Male,27,KOR,South Korea,FEN,Fencing,Men's Sabre Team,1,Gold,2020
6538,1323217,KIM Minjong,Male,20,KOR,South Korea,JUD,Judo,Men +100 kg,9,NA,2020
6539,1323217,KIM Minjong,Male,20,KOR,South Korea,JUD,Judo,Mixed Team,9,NA,2020
6540,1318843,KIM Minjung,Female,24,KOR,South Korea,SHO,Shooting,25m Pistol Women,2,Silver,2020
6541,1329742,KIM Minseok,Male,28,KOR,South Korea,WRE,Wrestling,Men's Greco-Roman 130kg,14,NA,2020
6542,1438971,KIM Minwoo,Male,26,KOR,South Korea,BSB,Baseball/Softball,Baseball Team,4,NA,2020
6543,1318841,KIM Mose,Male,22,KOR,South Korea,SHO,Shooting,10m Air Pistol Men,8,NA,2020
6544,1318841,KIM Mose,Male,22,KOR,South Korea,SHO,Shooting,10m Air Pistol Mixed Team,11,NA,2020
6545,1343013,KIM Nam Uk,Male,31,KOR,South Korea,RUG,Rugby Sevens,Men Team,12,NA,2020
6546,1318848,KIM Sangdo,Male,34,KOR,South Korea,SHO,Shooting,10m Air Rifle Men,24,NA,2020
6547,1318848,KIM Sangdo,Male,34,KOR,South Korea,SHO,Shooting,50m Rifle 3 Positions Men,24,NA,2020
6548,1318848,KIM Sangdo,Male,34,KOR,South Korea,SHO,Shooting,10m Air Rifle Mixed Team,20,NA,2020
6549,1342762,KIM Sehee,Female,25,KOR,South Korea,MPN,Modern Pentathlon,Women's Individual,11,NA,2020
6550,1346224,KIM Sei Young,Female,28,KOR,South Korea,GLF,Golf,Women's Individual Stroke Play,9,NA,2020
6551,1323165,KIM Seongyeon,Female,30,KOR,South Korea,JUD,Judo,Women -70 kg,9,NA,2020
6552,1323165,KIM Seongyeon,Female,30,KOR,South Korea,JUD,Judo,Mixed Team,9,NA,2020
6553,1346007,KIM Seoyeong,Female,27,KOR,South Korea,SWM,Swimming,Women's 200m Individual Medley,NA,NA,2020
6554,1346007,KIM Seoyeong,Female,27,KOR,South Korea,SWM,Swimming,Women's 4 x 200m Freestyle Relay Team,NA,NA,2020
6555,1462182,KIM Si Woo,Male,26,KOR,South Korea,GLF,Golf,Men's Individual Stroke Play,32,NA,2020
6556,1329879,KIM Soyeong,Female,29,KOR,South Korea,BDM,Badminton,Women's Doubles Team,3,Bronze,2020
